trip_id	trajet	duree	gare_a	gare_b	gare_a_city	gare_b_city	gare_a_matched	gare_b_matched
OCESN405109R0300333400	Gare de Lesparre - Gare de Pauillac	25	Lesparre	Pauillac	LESPARRE-MÉDOC	PAUILLAC	1	1
OCESN405117R0200233401	Gare de Bordeaux-St-Jean - Gare de Lesparre	157	Bordeaux-St-Jean	Lesparre	BORDEAUX	LESPARRE-MÉDOC	1	1
OCESN405123R0300333404	Gare de Bordeaux-St-Jean - Gare de Le-Verdon	200	Bordeaux-St-Jean	Le-Verdon	BORDEAUX	LE-VERDON	1	0
OCESN405210R0300333407	Gare de Dax - Gare de Lourdes	170	Dax	Lourdes	SAINT-PAUL-LES-DAX	LOURDES	1	1
OCESN405212R0300333408	Gare de Dax - Gare de Pau	110	Dax	Pau	SAINT-PAUL-LES-DAX	DAMIATTE	1	1
OCESN405275R0100133413	Gare de Dax - Gare de Tarbes	205	Dax	Tarbes	SAINT-PAUL-LES-DAX	TARBES	1	1
OCESN405313R0200233415	Gare de Arcachon - Gare de Biganos-Facture	47	Arcachon	Facture-Biganos	ARCACHON	BIGANOS	1	1
OCESN405403R0200233423	Gare de Brive-la-Gaillarde - Gare de Périgueux	105	Brive-la-Gaillarde	Périgueux	BRIVE-LA-GAILLARDE	PERIGUEUX	1	1
OCESN405410R0100133424	Gare de Condat-le-Lardin - Gare de Tulle	85	Condat-le-Lardin	Tulle	LE LARDIN-SAINT-LAZARE	TULLE	1	1
OCESN405411R0100133425	Gare de Brive-la-Gaillarde - Gare de Condat-le-Lardin	44	Brive-la-Gaillarde	Condat-le-Lardin	BRIVE-LA-GAILLARDE	LE LARDIN-SAINT-LAZARE	1	1
OCESN405449R0500533453	Gare de Bedous - Gare de Pau	86	Bedous	Pau	BEDOUS	DAMIATTE	1	1
OCESN405454R0200233454	Gare de Oloron-Ste-Marie - Gare de Pau	52	Oloron-Ste-Marie	Pau	OLORON-SAINTE-MARIE	DAMIATTE	1	1
OCESN405455R0200233455	Gare de Bidos - Gare de Pau	58	Bidos	Pau	BIDOS	DAMIATTE	1	1
OCESN405460R0100133459	Gare de Bedous - Gare de Oloron-Ste-Marie	35	Bedous	Oloron-Ste-Marie	BEDOUS	OLORON-SAINTE-MARIE	1	1
OCESN405483R0100133460	Gare de Bayonne - Gare de St-Jean-Pied-de-Port	81	Bayonne	St-Jean-Pied-de-Port	BAYONNE	SAINT-JEAN-PIED-DE-PORT	1	1
OCESN405491R0200233462	Gare de Bayonne - Gare de Cambo-les-Bains	38	Bayonne	Cambo-les-Bains	BAYONNE	CAMBO-LES-BAINS	1	1
OCESN405520R0300333468	Gare de Dax - Gare de Hendaye	140	Dax	Hendaye	SAINT-PAUL-LES-DAX	HENDAYE	1	1
OCESN405525R0200233470	Gare de Bayonne - Gare de Morcenx	105	Bayonne	Morcenx	BAYONNE	MORCENX	1	1
OCESN405572R0200233472	Gare de Bordeaux-St-Jean - Gare de Dax	170	Bordeaux-St-Jean	Dax	BORDEAUX	SAINT-PAUL-LES-DAX	1	1
OCESN405608R0100133474	Gare de Bergerac - Gare de Libourne	104	Bergerac	Libourne	BERGERAC	LIBOURNE	1	1
OCESN405638R0200233484	Gare de Libourne - Gare de St-Emilion	19	Libourne	St-Emilion	LIBOURNE	SAINT-ÉMILION	1	1
OCESN405652R0200233485	Gare de Bergerac - Gare de Sarlat	94	Bergerac	Sarlat	BERGERAC	SARLAT-LA-CANEDA	1	1
OCESN405713R0300333494	Gare de Bordeaux-St-Jean - Gare de Langon	87	Bordeaux-St-Jean	Langon	BORDEAUX	LANGON	1	1
OCESN405758R0300333496	Gare de Agen - Gare de Bordeaux-St-Jean	174	Agen	Bordeaux-St-Jean	AGEN	BORDEAUX	1	1
OCESN405816R0300333499	Gare de Agen - Gare de Périgueux	212	Agen	Périgueux	AGEN	PERIGUEUX	1	1
OCESN405874R0300333503	Gare de Agen - Gare de Monsempron-Libos	65	Agen	Monsempron-Libos	AGEN	MONSEMPRON-LIBOS	1	1
OCESN406105R0200233512	Gare de Commentry - Gare de Montluçon-Ville	25	Commentry	Montluçon-Ville	COMMENTRY	MONTLUCON	1	1
OCESN406400R0200233521	Gare de Clermont-Ferrand - Gare de Moulins-sur-Allier	165	Clermont-Ferrand	Moulins-sur-Allier	CLERMONT-FERRAND	YZEURE	1	1
OCESN406402R0100133523	Gare de Clermont-Ferrand - Gare de Riom-Châtel-Guyon	25	Clermont-Ferrand	Riom-Châtel-Guyon	CLERMONT-FERRAND	RIOM	1	1
OCESN406403R0100133524	Gare de Clermont-Ferrand - Gare de Vichy	85	Clermont-Ferrand	Vichy	CLERMONT-FERRAND	VICHY	1	1
OCESN406500R0100133526	Gare de Gannat - Gare de Vichy	32	Gannat	Vichy	GANNAT	VICHY	1	1
OCESN406602R0200233530	Gare de Arvant - Gare de Brioude	12	Arvant	Brioude	BOURNONCLE-SAINT-PIERRE	BRIOUDE	1	1
OCESN406680R0300333532	Gare de Alès - Gare de Clermont-Ferrand	344	Alès	Clermont-Ferrand	ALES	CLERMONT-FERRAND	1	1
OCESN406681R0200233533	Gare de Alès - Gare de Brioude	254	Alès	Brioude	ALES	BRIOUDE	1	1
OCESN406685R0200233535	Gare de Arvant - Gare de Langeac	46	Arvant	Langeac	BOURNONCLE-SAINT-PIERRE	LANGEAC	1	1
OCESN406687R0200233536	Gare de Arvant - Gare de Nîmes	334	Arvant	Nîmes	BOURNONCLE-SAINT-PIERRE	MANDUEL	1	1
OCESN406805R0100133552	Gare de Aurillac - Gare de Neussargues	74	Aurillac	Neussargues	SAINT-PIERRE-D'AURILLAC	NEUSSARGUES-MOISSAC	1	1
OCESN406906R0200233562	Gare de Aurillac - Gare de Figeac	80	Aurillac	Figeac	SAINT-PIERRE-D'AURILLAC	FIGEAC	1	1
OCESN407000R0200233567	Gare de Aurillac - Gare de Brive-la-Gaillarde	162	Aurillac	Brive-la-Gaillarde	SAINT-PIERRE-D'AURILLAC	BRIVE-LA-GAILLARDE	1	1
OCESN407107R0200233578	Gare de Firminy - Gare de Le Puy-en-Velay	129	Firminy	Le Puy-en-Velay	FIRMINY	PUY-EN-VELAY (LE )	1	1
OCESN407109R0200233579	Gare de Le Puy-en-Velay - Gare de Vorey	41	Le Puy-en-Velay	Vorey	PUY-EN-VELAY (LE )	VOREY	1	1
OCESN408009R0200233582	Gare de Dijon-Ville - Gare de Laroche-Migennes	216	Dijon-Ville	Laroche-Migennes	DIJON	MIGENNES	1	1
OCESN408018R0200233585	Gare de Laroche-Migennes - Gare de Tonnerre	69	Laroche-Migennes	Tonnerre	MIGENNES	TONNERRE	1	1
OCESN408218R0200233602	Gare de Frasne - Gare de Travers	56	Frasne	Travers	FRASNE	TRAVERS	1	0
OCESN408281R0200233605	Gare de Laroche-Migennes - Gare de Montereau	148	Laroche-Migennes	Montereau	MIGENNES	MONTEREAU-FAULT-YONNE	1	1
OCESN408428R0200233615	Gare de Clamecy - Gare de Laroche-Migennes	113	Clamecy	Laroche-Migennes	CLAMECY	MIGENNES	1	1
OCESN408490R0200233620	Gare de Auxerre-St-Gervais - Gare de Laroche-Migennes	28	Auxerre-St-Gervais	Laroche-Migennes	AUXERRE	MIGENNES	1	1
OCESN408770R0200233630	Gare de Dijon-Ville - Gare de Is-sur-Tille	65	Dijon-Ville	Is-sur-Tille	DIJON	MARCILLY-SUR-TILLE	1	1
OCESN408827R0200233632	Gare de Dijon-Porte-Neuve - Gare de Is-sur-Tille	32	Dijon-Porte-Neuve	Is-sur-Tille	DIJON	MARCILLY-SUR-TILLE	1	1
OCESN408844R0200233634	Gare de Dijon-Ville - Gare de Seurre	98	Dijon-Ville	Seurre	DIJON	SEURRE	1	1
OCESN408849R0100133636	Gare de Besançon-Viotte - Gare de Dijon-Ville	164	Besançon-Viotte	Dijon-Ville	BESANCON	DIJON	1	1
OCESN408897R0200233637	Gare de Dijon-Ville - Gare de Les Laumes-Alésia	107	Dijon-Ville	Les Laumes-Alésia	DIJON	VENAREY-LES-LAUMES	1	1
OCESN409172R0200233654	Gare de Avallon - Gare de Laroche-Migennes	110	Avallon	Laroche-Migennes	AVALLON	MIGENNES	1	1
OCESN409210R0200233655	Gare de Chagny - Gare de Montchanin	57	Chagny	Montchanin	CHAGNY	ÉCUISSES	1	1
OCESN409268R0100133658	Gare de Decize - Gare de Luzy(Nièvre)	54	Decize	Luzy	DECIZE	LUZY	1	1
OCESN409402R0100133665	Gare de Cosne-sur-Loire - Gare de Nevers-Le-Banlay	118	Cosne-sur-Loire	Nevers-Le-Banlay	COSNE-COURS-SUR-LOIRE	NEVERS-LE-BANLAY	1	0
OCESN409406R0100133667	Gare de Nevers - Gare de Nevers-Le-Banlay	13	Nevers	Nevers-Le-Banlay	NEVERS	NEVERS-LE-BANLAY	1	0
OCESN409505R0200233671	Gare de Lyon-Perrache - Gare de Paray-le-Monial	150	Lyon-Perrache	Paray-le-Monial	LYON	PARAY-LE-MONIAL	1	1
OCESN409761R0100133672	Gare de Besançon-Viotte - Gare de Dole-Ville	78	Besançon-Viotte	Dole	BESANCON	DOLE	1	1
OCESN409858R0100133674	Gare de Belfort-Ville - Gare de Vesoul	115	Belfort-Montbéliard-TGV	Vesoul	MEROUX	VESOUL	1	0
OCESN410017R0200233676	Gare de Besançon-Viotte - Gare de Le Valdahon	62	Besançon-Viotte	Le Valdahon	BESANCON	VALDAHON	1	1
OCESN410210R0100133688	Gare de Luzy(Nièvre) - Gare de Montchanin	68	Luzy	Montchanin	LUZY	ÉCUISSES	1	1
OCESN410273R0100133715	Gare de Le Creusot - Gare de Luzy(Nièvre)	54	Le Creusot	Luzy	ÉCUISSES	LUZY	1	1
OCESN410421R0200233724	Gare de Bourg-en-Bresse - Gare de Lons-le-Saunier	89	Bourg-en-Bresse	Lons-le-Saunier	BOURG-EN-BRESSE	LONS-LE-SAUNIER	1	1
OCESN410600R0200233728	Gare de Belfort-Ville - Gare de Meroux	24	Belfort-Montbéliard-TGV	Meroux	MEROUX	MEROUX	1	1
OCESN410610R0200233730	Gare de Belfort-Ville - Gare de Delle	75	Belfort-Montbéliard-TGV	Delle	MEROUX	DELLE	1	1
OCESN410854R0100133734	Gare de Besançon-Franche-Comté - Gare de Besançon-Viotte	23	Besançon-Franche-Comté	Besançon-Viotte	AUXON-DESSUS	BESANCON	1	1
OCESN411057R0200233740	Gare de Rennes - Gare de Vitré	60	Rennes	Vitré	RENNES	VITRE	1	1
OCESN411121R0200233742	Gare de Rennes - Gare de St-Brieuc	115	Rennes	St-Brieuc	RENNES	SAINT-BRIEUC	1	1
OCESN411125R0200233744	Gare de Montauban-de-Bretagne - Gare de Rennes	50	Montauban-de-Bretagne	Rennes	MONTAUBAN-DE-BRETAGNE	RENNES	1	1
OCESN411211R0200233747	Gare de Messac-Guipry - Gare de Rennes	75	Messac-Guipry	Rennes	MESSAC	RENNES	1	1
OCESN411225R0100133749	Gare de Nantes - Gare de Rennes	100	Nantes	Rennes	NANTES	RENNES	1	1
OCESN411232R0200233751	Gare de Rennes - Gare de Vannes	150	Rennes	Vannes	RENNES	VANNES	1	1
OCESN411281R0200233754	Gare de Messac-Guipry - Gare de Vannes	115	Messac-Guipry	Vannes	MESSAC	VANNES	1	1
OCESN411282R0300333755	Gare de Redon - Gare de Rennes	105	Redon	Rennes	ENSUÈS-LA-REDONNE	RENNES	1	1
OCESN411284R0100133756	Gare de Beslé - Gare de Redon	35	Beslé	Redon	GUÉMENÉ-PENFAO	ENSUÈS-LA-REDONNE	1	1
OCESN411329R0300333758	Gare de Lorient - Gare de Quimper	95	Lorient	Quimper	LORIENT	QUIMPERLE	1	1
OCESN411330R0200233759	Gare de Lorient - Gare de Rosporden	65	Lorient	Rosporden	LORIENT	ROSPORDEN	1	1
OCESN411332R0200233760	Gare de Lorient - Gare de Vannes	80	Lorient	Vannes	LORIENT	VANNES	1	1
OCESN411356R0200233764	Gare de Lorient - Gare de Redon	140	Lorient	Redon	LORIENT	ENSUÈS-LA-REDONNE	1	1
OCESN411510R0200233770	Gare de Brest - Gare de Morlaix	85	Brest	Morlaix	BREST	MORLAIX	1	1
OCESN411616R0200233773	Gare de Brest - Gare de Quimper	130	Brest	Quimper	BREST	QUIMPERLE	1	1
OCESN411618R0200233774	Gare de Landerneau - Gare de Quimper	95	Landerneau	Quimper	LANDERNEAU	QUIMPERLE	1	1
OCESN411639R0200233782	Gare de Brest - Gare de La Forest	35	Brest	La Forest	BREST	LA FOREST-LANDERNEAU	1	1
OCESN411640R0200233783	Gare de Brest - Gare de Landerneau	45	Brest	Landerneau	BREST	LANDERNEAU	1	1
OCESN411716R0200233787	Gare de Lannion - Gare de St-Brieuc	65	Lannion	St-Brieuc	LANNION	SAINT-BRIEUC	1	1
OCESN411719R0200233790	Gare de Guingamp - Gare de Lannion	55	Guingamp	Lannion	GUINGAMP	LANNION	1	1
OCESN411850R0200233792	Gare de Carhaix - Gare de Guingamp	75	Carhaix	Guingamp	CARHAIX-PLOUGUER	GUINGAMP	1	1
OCESN414005R0200233821	Gare de Aubrais-(les) - Gare de Cosne-sur-Loire	135	Les Aubrais-Orléans	Cosne-sur-Loire	FLEURY-LES-AUBRAIS	COSNE-COURS-SUR-LOIRE	1	1
OCESN414047R0300333827	Gare de Port-de-Piles - Gare de Tours	85	Port-de-Piles	Tours	LA CELLE-SAINT-AVANT	JOUE-LES-TOURS	1	1
OCESN414411R0200233832	Gare de Châteauroux - Gare de Vierzon	90	Châteauroux	Vierzon	CHATEAUROUX	VIERZON	1	1
OCESN414428R0200233833	Gare de Argenton-sur-Creuse - Gare de Vierzon	130	Argenton-sur-Creuse	Vierzon	ARGENTON-SUR-CREUSE	VIERZON	1	1
OCESN414511R0100133834	Gare de Aubrais-(les) - Gare de Toury	45	Les Aubrais-Orléans	Toury	FLEURY-LES-AUBRAIS	TOURY	1	1
OCESN414565R0200233836	Gare de Bourges - Gare de Vierzon	70	Bourges	Vierzon	BOURGES	VIERZON	1	1
OCESN414909R0300333840	Gare de Bourges - Gare de Montluçon-Ville	160	Bourges	Montluçon-Ville	BOURGES	MONTLUCON	1	1
OCESN415126R0200233841	Gare de Port-Boulet - Gare de Tours	77	Port-Boulet	Tours	CHOUZÉ-SUR-LOIRE	JOUE-LES-TOURS	1	1
OCESN415179R0600633842	Gare de Aubrais-(les) - Gare de Tours	160	Les Aubrais-Orléans	Tours	FLEURY-LES-AUBRAIS	JOUE-LES-TOURS	1	1
OCESN415512R0300333844	Gare de Aubrais-(les) - Gare de Château-Gaillard	45	Les Aubrais-Orléans	Château-Gaillard	FLEURY-LES-AUBRAIS	SANTILLY	1	1
OCESN415959R0400433845	Gare de Romorantin-Blanc-Argent - Gare de Valençay	45	Romorantin (Voie étroite)	Valençay	ROMORANTIN-LANTHENAY	VALENÇAY	1	1
OCESN416002R0200233854	Gare de Chartres - Gare de Nogent-le-Rotrou	91	Chartres	Nogent-le-Rotrou	CHARTRES	NOGENT-LE-ROTROU	1	1
OCESN416005R0300333857	Gare de Chartres - Gare de La Verrière	108	Chartres	La Verrière	CHARTRES	VERRIERE (LA )	1	1
OCESN416006R0200233858	Gare de Chartres - Gare de Versailles-Chantiers	110	Chartres	Versailles-Chantiers	CHARTRES	VERSAILLES	1	1
OCESN416400R0200233873	Gare de Chartres - Gare de Courtalain-St-Pellerin	90	Chartres	Courtalain-St-Pellerin	CHARTRES	SAINT-PELLERIN	1	1
OCESN417001R0200233875	Gare de Charleville-Mézières - Gare de Givet	107	Charleville-Mézières	Givet	CHARLEVILLE-MEZIERES	GIVET	1	1
OCESN417101R0300333884	Gare de Charleville-Mézières - Gare de Nouzonville	20	Charleville-Mézières	Nouzonville	CHARLEVILLE-MEZIERES	NOUZONVILLE	1	1
OCESN417301R0100133887	Gare de Charleville-Mézières - Gare de Reims	80	Charleville-Mézières	Reims	CHARLEVILLE-MEZIERES	REIMS	1	1
OCESN417322R0100133888	Gare de Reims - Gare de Sedan	163	Reims	Sedan	REIMS	SEDAN	1	1
OCESN417328R0100133889	Gare de Charleville-Mézières - Gare de Sedan	43	Charleville-Mézières	Sedan	CHARLEVILLE-MEZIERES	SEDAN	1	1
OCESN417404R0100133910	Gare de Rethel - Gare de Sedan	113	Rethel	Sedan	RETHEL	SEDAN	1	1
OCESN417951R0100133911	Gare de Laon - Gare de Reims	110	Laon	Reims	CHIVRES-EN-LAONNOIS	REIMS	1	1
OCESN418003R0200233913	Gare de Chaumont - Gare de Châlons-en-Champagne	164	Chaumont	Châlons-en-Champagne	CHAUMONT	CHALONS-EN-CHAMPAGNE	1	1
OCESN418009R0300333914	Gare de Châlons-en-Champagne - Gare de St-Dizier	75	Châlons-en-Champagne	St-Dizier	CHALONS-EN-CHAMPAGNE	SAINT-DIZIER	1	1
OCESN418400R0100133922	Gare de Châlons-en-Champagne - Gare de Château-Thierry	105	Châlons-en-Champagne	Château-Thierry	CHALONS-EN-CHAMPAGNE	ÉTAMPES-SUR-MARNE	1	1
OCESN418402R0100133924	Gare de Dormans - Gare de Epernay	30	Dormans	Epernay	DORMANS	EPERNAY	1	1
OCESN418405R0100133927	Gare de Bar-le-Duc - Gare de Epernay	155	Bar-le-Duc	Epernay	BAR-LE-DUC	EPERNAY	1	1
OCESN418408R0100133930	Gare de Bar-le-Duc - Gare de St-Dizier	35	Bar-le-Duc	St-Dizier	BAR-LE-DUC	SAINT-DIZIER	1	1
OCESN418410R0100133931	Gare de Bar-le-Duc - Gare de Châlons-en-Champagne	110	Bar-le-Duc	Châlons-en-Champagne	BAR-LE-DUC	CHALONS-EN-CHAMPAGNE	1	1
OCESN418802R0100133932	Gare de Culmont-Chalindrey - Gare de Troyes	161	Culmont-Chalindrey	Troyes	CHALINDREY	SAINT-JULIEN-LES-VILLAS	1	1
OCESN418809R0100133934	Gare de Dijon-Ville - Gare de Troyes	145	Dijon-Ville	Troyes	DIJON	SAINT-JULIEN-LES-VILLAS	1	1
OCESN423011R0200233946	Gare de Cerbère - Gare de Perpignan	107	Cerbère	Perpignan	CERBÈRE	PERPIGNAN	1	1
OCESN423013R0200233948	Gare de Le Grau-du-Roi - Gare de Vauvert	44	Le Grau-du-Roi	Vauvert	LE GRAU-DU-ROI	VAUVERT	1	1
OCESN423016R0300333952	Gare de Le Grau-du-Roi - Gare de Nîmes	93	Le Grau-du-Roi	Nîmes	LE GRAU-DU-ROI	MANDUEL	1	1
OCESN423021R0200233958	Gare de Carcassonne - Gare de Castelnaudary	59	Carcassonne	Castelnaudary	CARCASSONNE	CASTELNAUDARY	1	1
OCESN423028R0200233962	Gare de Narbonne - Gare de Toulouse-Matabiau	218	Narbonne	Toulouse-Matabiau	NARBONNE	TOULOUSE	1	1
OCESN423030R0200233963	Gare de Castelnaudary - Gare de Narbonne	134	Castelnaudary	Narbonne	CASTELNAUDARY	NARBONNE	1	1
OCESN423100R0200233964	Gare de Alès - Gare de Génolhac	57	Alès	Génolhac	ALES	GÉNOLHAC	1	1
OCESN423102R0200233966	Gare de Alès - Gare de La Bastide-St-Laurent	111	Alès	La Bastide-St-Laurent	ALES	LA BASTIDE-PUYLAURENT	1	1
OCESN423103R0200233967	Gare de Alès - Gare de Mende	187	Alès	Mende	ALES	MENDE	1	1
OCESN423106R0200233970	Gare de Alès - Gare de Langogne	136	Alès	Langogne	ALES	LANGOGNE	1	1
OCESN423111R0200233973	Gare de Marvejols - Gare de Mende	48	Marvejols	Mende	MARVEJOLS	MENDE	1	1
OCESN423112R0200233974	Gare de Alès - Gare de Arvant	263	Alès	Arvant	ALES	BOURNONCLE-SAINT-PIERRE	1	1
OCESN423125R0200233986	Gare de Langogne - Gare de Nîmes	180	Langogne	Nîmes	LANGOGNE	MANDUEL	1	1
OCESN423133R0200233994	Gare de Mende - Gare de Nîmes	247	Mende	Nîmes	MENDE	MANDUEL	1	1
OCESN423135R0200233996	Gare de Marvejols - Gare de Nîmes	297	Marvejols	Nîmes	MARVEJOLS	MANDUEL	1	1
OCESN423323R0200234002	Gare de Castelnaudary - Gare de Toulouse-Matabiau	83	Castelnaudary	Toulouse-Matabiau	CASTELNAUDARY	TOULOUSE	1	1
OCESN425350R0200234006	Gare de Perpignan - Gare de Villefranche-Vernet-l.B	64	Perpignan	Villefranche-Vernet-l.B	PERPIGNAN	VILLEFRANCHE-DE-CONFLENT	1	1
OCESN426054R0200234023	Gare de Guéret - Gare de Limoges-Bénédictins	111	Guéret	Limoges-Bénédictins	GUERET	LIMOGES	1	1
OCESN426201R0200234027	Gare de Le Dorat - Gare de Limoges-Bénédictins	70	Le Dorat	Limoges-Bénédictins	LE DORAT	LIMOGES	1	1
OCESN426220R0300334030	Gare de Limoges-Bénédictins - Gare de Poitiers	205	Limoges-Bénédictins	Poitiers	LIMOGES	POITIERS	1	1
OCESN426300R0200234035	Gare de Limoges-Bénédictins - Gare de Saillat-Chassenon	91	Limoges-Bénédictins	Saillat-Chassenon	LIMOGES	SAILLAT-SUR-VIENNE	1	1
OCESN426405R0200234039	Gare de Limoges-Bénédictins - Gare de Périgueux	147	Limoges-Bénédictins	Périgueux	LIMOGES	PERIGUEUX	1	1
OCESN426503R0200234044	Gare de St-Yrieix-la-Perche - Pompadour	47	St-Yrieix-la-Perche	Pompadour	ST-YRIEIX-LA-PERCHE	ARNAC-POMPADOUR	0	1
OCESN426503R0300334045	Gare de Nexon - Pompadour	83	Nexon	Pompadour	NEXON	ARNAC-POMPADOUR	1	1
OCESN426505R0200234048	Gare de Limoges-Bénédictins - Gare de Nexon	33	Limoges-Bénédictins	Nexon	LIMOGES	NEXON	1	1
OCESN426550R0200234070	Gare de Objat - Pompadour	31	Objat	Pompadour	OBJAT	ARNAC-POMPADOUR	1	1
OCESN426556R0200234073	Gare de Brive-la-Gaillarde - Gare de Objat	46	Brive-la-Gaillarde	Objat	BRIVE-LA-GAILLARDE	OBJAT	1	1
OCESN426708R0100134084	Gare de Brive-la-Gaillarde - Gare de Limoges-Bénédictins	174	Brive-la-Gaillarde	Limoges-Bénédictins	BRIVE-LA-GAILLARDE	LIMOGES	1	1
OCESN426804R0200234085	Gare de Limoges-Bénédictins - Gare de Ussel	192	Limoges-Bénédictins	Ussel	LIMOGES	USSEL	1	1
OCESN426956R0200234092	Gare de Brive-la-Gaillarde - Gare de Tulle	44	Brive-la-Gaillarde	Tulle	BRIVE-LA-GAILLARDE	TULLE	1	1
OCESN429009R0100134099	Gare de Lunéville - Gare de Nancy-Ville	71	Lunéville	Nancy-Ville	LUNEVILLE	NANCY	1	1
OCESN429011R0300334100	Gare de Epinal - Gare de Nancy-Ville	79	Epinal	Nancy-Ville	EPINAL	NANCY	1	1
OCESN429021R0200234101	Gare de Longwy - Gare de Rodange	16	Longwy	Rodange	LONGWY	RODANGE	1	0
OCESN429027R0200234102	Gare de Bening - Gare de Saarbrücken /Sarrebruck	53	Bening	Saarbrücken /Sarrebruck	BÉNING-LÈS-SAINT-AVOLD	SAARBRÜCKEN /SARREBRUCK	1	0
OCESN429069R0200234118	Gare de Longwy - Gare de Nancy-Ville	172	Longwy	Nancy-Ville	LONGWY	NANCY	1	1
OCESN429071R0200234120	Gare de Conflans-Jarny - Gare de Longwy	86	Conflans-Jarny	Longwy	JARNY	LONGWY	1	1
OCESN429073R0200234121	Gare de Nancy-Ville - Gare de Pont-St-Vincent	60	Nancy-Ville	Pont-St-Vincent	NANCY	PONT-SAINT-VINCENT	1	1
OCESN429085R0200234130	Gare de Bar-le-Duc - Gare de Metz-Ville	138	Bar-le-Duc	Metz-Ville	BAR-LE-DUC	METZ	1	1
OCESN429092R0200234137	Gare de Bar-le-Duc - Gare de Nancy-Ville	88	Bar-le-Duc	Nancy-Ville	BAR-LE-DUC	NANCY	1	1
OCESN429097R0400434141	Gare de Nancy-Ville - Gare de Remiremont	160	Nancy-Ville	Remiremont	NANCY	REMIREMONT	1	1
OCESN429098R0200234142	Gare de Châlons-en-Champagne - Gare de Metz-Ville	228	Châlons-en-Champagne	Metz-Ville	CHALONS-EN-CHAMPAGNE	METZ	1	1
OCESN429100R0100134144	Gare de Epinal - Gare de Remiremont	37	Epinal	Remiremont	EPINAL	REMIREMONT	1	1
OCESN429116R0200234151	Gare de Baroncourt - Gare de Nancy-Ville	109	Baroncourt	Nancy-Ville	DOMMARY-BARONCOURT	NANCY	1	1
OCESN429121R0200234153	Gare de Conflans-Jarny - Gare de Hagondange	64	Conflans-Jarny	Hagondange	JARNY	MONDELANGE	1	1
OCESN429123R0200234154	Gare de Hagondange - Gare de Verdun	113	Hagondange	Verdun	MONDELANGE	VERDUN	1	1
OCESN429127R0300334157	Gare de Nancy-Ville - Gare de St-Dié-des-Vosges	121	Nancy-Ville	St-Dié-des-Vosges	NANCY	SAINT-DIE	1	1
OCESN429139R0100134168	Gare de Nancy-Ville - Gare de Revigny	144	Nancy-Ville	Revigny	NANCY	REVIGNY-SUR-ORNAIN	1	1
OCESN429147R0200234173	Gare de Liverdun - Gare de Nancy-Ville	25	Liverdun	Nancy-Ville	LIVERDUN	NANCY	1	1
OCESN429153R0300334178	Gare de Bar-le-Duc - Gare de Toul	77	Bar-le-Duc	Toul	BAR-LE-DUC	TOULOUSE	1	1
OCESN429194R0100134187	Gare de Lunéville - Gare de St-Dié-des-Vosges	41	Lunéville	St-Dié-des-Vosges	LUNEVILLE	SAINT-DIE	1	1
OCESN429218R0100134191	Gare de Longwy - Gare de Sedan	108	Longwy	Sedan	LONGWY	SEDAN	1	1
OCESN429302R0100134203	Gare de Charleville-Mézières - Gare de Longwy	151	Charleville-Mézières	Longwy	CHARLEVILLE-MEZIERES	LONGWY	1	1
OCESN429384R0200234221	Gare de Diemeringen - Gare de Saarbrücken /Sarrebruck	75	Diemeringen	Saarbrücken /Sarrebruck	DIEMERINGEN	SAARBRÜCKEN /SARREBRUCK	1	0
OCESN429401R0200234225	Gare de Nancy-Ville - Gare de Verdun	108	Nancy-Ville	Verdun	NANCY	VERDUN	1	1
OCESN429460R0100134226	Gare de Dijon-Ville - Gare de Neufchâteau	120	Dijon-Ville	Neufchâteau	DIJON	NEUFCHÂTEAU	1	1
OCESN429469R0200234227	Gare de Dijon-Ville - Gare de Nancy-Ville	190	Dijon-Ville	Nancy-Ville	DIJON	NANCY	1	1
OCESN429500R0200234228	Gare de Bettembourg - Gare de Luxembourg	20	Bettembourg	Luxembourg	BETTEMBOURG	LUXEMBOURG	0	0
OCESN433022R0300334319	Gare de Millau - Gare de Rodez	85	Millau	Rodez	MILLAU	RODEZ	1	1
OCESN433039R0400434326	Gare de Millau - Laissac-Foirail	60	Millau	Laissac-Foirail	MILLAU	LAISSAC-FOIRAIL	1	0
OCESN433102R0200234330	Gare de Mazamet - Gare de St-Sulpice (Tarn)	103	Mazamet	St-Sulpice (Tarn)	MAZAMET	ST-SULPICE (TARN)	1	0
OCESN433110R0300334338	Gare de Castres - Gare de St-Sulpice (Tarn)	60	Castres	St-Sulpice (Tarn)	CASTRES	ST-SULPICE (TARN)	1	0
OCESN433201R0300334341	Gare de Capdenac - Gare de Figeac	20	Capdenac	Figeac	CAPDENAC-GARE	FIGEAC	1	1
OCESN433202R0200234342	Gare de Figeac - Gare de Tessonnières	160	Figeac	Tessonnières	FIGEAC	GAILLAC	1	1
OCESN433296R0200234356	Gare de Aurillac - Gare de Toulouse-Matabiau	244	Aurillac	Toulouse-Matabiau	SAINT-PIERRE-D'AURILLAC	TOULOUSE	1	1
OCESN433305R0200234357	Gare de Auch - Gare de L'Isle-Jourdain (Gers)	51	Auch	L'Isle-Jourdain (Gers)	LE PARCQ	L'ISLE-JOURDAIN (GERS)	1	0
OCESN433306R0200234358	Gare de Auch - Gare de Toulouse-Matabiau	122	Auch	Toulouse-Matabiau	LE PARCQ	TOULOUSE	1	1
